symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url
MO,23230,Consumer Defensive,7100,"Altria Group, Inc., through its subsidiaries, manufactures and sells cigarettes, oral tobacco products, and wine in the United States. It offers cigarettes primarily under the Marlboro brand; cigars principally under the Black & Mild brand; and moist smokeless tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands, as well as provides on! oral nicotine pouches. The company also produces and sells varietal and blended table wines, and sparkling wines under the Chateau Ste. Michelle and 14 Hands names; and imports and markets Antinori, Torres, and Villa Maria Estate wines, as well as Champagne Nicolas Feuillatte in the United States. In addition, it provides finance leasing services primarily in transportation, power generation, real estate, and manufacturing equipment industries. The company sells its tobacco products primarily to wholesalers, including distributors; and large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",Richmond,804 274 2200,VA,United States,[],http://www.altria.com,1,6601 West Broad Street,Tobacco,0.5762,0.21410999,0.65431,6118000128,0.109,0.56419,12231000064,45,buy,13488000000,4560999936,56,47.92,0.115,0.723,0.15826,19,55.23,855.788,0.99452,68,1876999936,28241000448,21226999808,1.018,USD,11.44,0.347,2.4,NYQ,"Altria Group, Inc.","Altria Group, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_53839346,eb0459bf-ce41-3588-8ecf-61fb07987581,us_market,,5.304,,9.205,,,4.82,,1850640000,,,,1.573,13790614,0.0075,,1609372800,0.60503,4536000000,2.331,,,30.46408,0.00097,1672444800,,1625011200,2.17,1628812800,1842049411,0.685185,1.13E+11,2,,860716800,3:01,,,,0.106,4.197374,1631664000,2.37,,9.941908,,0.0075,11216083,,,,47.15,47.17,48.645218,0.072534464,1.4041001,,48.23,,6684028,47.15,48.585,3.42,47.17,,6684028,,,3.6,1631577600,,,46.795,USD,20.5577,7136306,,,,89097650176,,,6476995,46.795,48,1300,7136306,52.59,,5.88,35.83,47.88,FALSE,0.077,900,48.23,47.92,https://logo.clearbit.com/altria.com
MOS,33602,Basic Materials,12617,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant. In addition, it provides nitrogen-based crop nutrients and animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, farmers, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.",Tampa,800-918-8270,FL,United States,[],http://www.mosaicco.com,1,101 East Kennedy Boulevard,Agricultural Inputs,0.23177,0.14246,0.19732,1912899968,0.37,0.14732,2303000064,32,buy,1064900000,1055150016,39,40.73,8.5,1.205,0.04519,19,40.42,43.876,0.14815,50,1417600000,4613799936,9936700416,3.732,USD,26.197,0.62,2.2,NYQ,Mosaic Company (The),The Mosaic Company,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_890498,392ed769-e014-33d6-b9f1-f9d3a5c295bc,us_market,,1.543,,6.659,,,2.66,,379785984,,,,25.348,6345123,0.0167,,1609372800,0.76387,1415600000,2.691,,,1.6068329,0.09601,1672444800,,1625011200,1.16,1623715200,344494348,1.87036,15336755200,2,,817776000,2:01,,,,8.224,1.5567223,1626307200,1.02,,15.31203,,0.0184,5436600,,,,41.45,41.75,33.290436,0.004825091,0.060599998,,41.83,,5002457,41.45,34.70206,0.2,41.75,,5002457,,,0.3,1622592000,,,40.681,USD,15.135637,5554721,,,,15468683264,,,3798660,40.681,41.21,800,5554721,42.22,,1.73,16.01,40.73,FALSE,0.0095,800,41.83,40.73,https://logo.clearbit.com/mosaicco.com
MPC,45840,Energy,57900,"Marathon Petroleum Corporation, together with its subsidiaries, engages in refining, marketing, retailing, and transporting petroleum products primarily in the United States. It operates in two segments: Refining & Marketing, and Midstream. The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent, and West Coast regions of the United States; and purchases refined products and ethanol for resale. Its refined products include transportation fuels, such as reformulated gasolines and blend-grade gasolines; heavy fuel oil; and asphalt. This segment also manufactures aromatics, propane, propylene, and sulfur. It sells refined products to wholesale marketing customers domestically and internationally, buyers on the spot market, and independent entrepreneurs who operate primarily Marathon branded outlets; and transportation fuels through long-term fuel supply contracts to direct dealer locations, primarily under the ARCO brand. The Midstream segment transports, stores, distributes, and markets crude oil and refined products through refining logistics assets, pipelines, terminals, towboats, and barges; gathers, processes, and transports natural gas; and gathers, transports, fractionates, stores, and markets natural gas liquids. The company also sell refined products for export to international customers. As of December 31, 2020, it operated 7,090 branded outlets in 35 states, the District of Columbia, and Mexico through independent entrepreneurs. The company also operates crude oil and refined product pipelines. Marathon Petroleum Corporation was founded in 1887 and is headquartered in Findlay, Ohio.",Findlay,419-422-2121,OH,United States,[],http://www.marathonpetroleum.com,1,539 South Main Street,Oil & Gas Refining & Marketing,0.04903,0.08717,0.08567,4482999808,1.433,0.01045,4312999936,56,buy,4163000000,3642125056,70,65.26,938.595,1.978,0.00642,15,70.07,81.25,-0.00911,83,17257000960,29813000192,87972003840,27.04,USD,135.342,1.493,1.8,NYQ,Marathon Petroleum Corporation,Marathon Petroleum Corporation,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_118315802,d1738fdc-0b25-322b-98c8-32d0c0417080,us_market,,0.644,,13.128,,,2.88,,651969024,,,,34.1,17432395,0.0273,,1609372800,0.78305,-1475000064,-15.142,,,1.9137832,0.00324,1672444800,,1625011200,3.11,1627603200,634207032,2.16703,56622559232,2,,1433980800,2:01,,,,944.778,0.48364818,1630368000,-3.84,,22.659721,,0.0307,16075923,,,,64.74,64.3,58.297245,0.03583565,,,65.42,,7117057,64.74,60.305588,2.32,64.3,,7117057,,,2.32,1629158400,,,63.7,USD,,5142254,,,,42547499008,,,5798257,63.7,65.26,1400,5142254,66.14,,3.73,26.77,64.71,FALSE,0.0405,900,65.42,65.26,https://logo.clearbit.com/marathonpetroleum.com
MPWR,98033,Technology,2209,"Monolithic Power Systems, Inc. designs, develops, and markets integrated power semiconductor solutions and power delivery architectures for computing and storage, automotive, industrial, communications, and consumer applications markets. It offers direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as portable electronic devices, wireless LAN access points, computers and notebooks, monitors, infotainment applications, and medical equipment. The company also provides lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in notebook computers, monitors, car navigation systems, and televisions, as well as for general illumination products. The company sells its products through third-party distributors, and value-added resellers, as well as directly to original equipment manufacturers, original design manufacturers, electronic manufacturing service providers, and other end customers in China, Taiwan, Europe, South Korea, Southeast Asia, Japan, the United States, and internationally. Monolithic Power Systems, Inc. was incorporated in 1997 and is headquartered in Kirkland, Washington.",Kirkland,425 296 9956,WA,United States,[],http://www.monolithicpower.com,1,5808 Lake Washington Boulevard NE,Semiconductors,0.22713,0.19134001,0.55486,331056992,0.575,0.20501,236266000,440,buy,465954000,175594496,465,465.97,0.812,5.199,0.109069996,8,473.88,0.51,0.20558001,552,670288000,5550000,1040236992,14.597,USD,22.936,4.109,1.8,NMS,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",America/New_York,EDT,FALSE,-14400000,,EQUITY,,,finmb_3051626,2665cd8e-db72-383d-862f-8a5fb43ef509,us_market,,20.753,,91.374,,,7.72,,45754000,,,,22.336,871849,0.019,,1609372800,0.95611,199035008,3.679,,,20.861837,0.022119999,1672444800,,1625011200,2.76,1628812800,43096379,0.92358,21588553728,2,,,,,,,0.829,20.495321,1631664000,2.83,,60.35881,,0.025799999,935281,,,,461.69,467.32,406.26443,0.004548506,0.5238,,469.47,,306628,461.69,489.67294,2.1,467.32,,306628,,,2.4,1632873600,,,461.7033,USD,126.6567,248681,,,,21319991296,,,354917,461.7033,525,1200,248681,521.67,,0.8,296.21,418.07,FALSE,0.005,800,469.47,465.97,https://logo.clearbit.com/monolithicpower.com
MRK,7033,Healthcare,73000,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health segments. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, diabetes, and women's health, as well as vaccine products. The Animal Health segment provides discovers, develops, manufactures, and markets a range of veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as a suite of digitally connected identification, traceability, and monitoring products. The company has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; and Ridgeback Biotherapeutics. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. The company has collaboration agreement with Gilead Sciences, Inc. to co-develop and co-commercialize long-acting investigational treatment combinations of Lenacapavir and Islatravir in HIV; Amathus Therapeutics to develop treatments for neurodegenerative diseases; and Linnaeus Therapeutics, Inc. to evaluate LNS8801. It also has a collaboration with Biomed X Gmbh for building on ongoing research projects in the fields of oncology and autoimmunity (intestinal epithelial barrier in autoimmune diseases); NGM Biopharmaceuticals, Inc. to focus primarily on the development of medicines in retinal and CVM diseases; and to develop and commercialize tests that identify genetic mutations, as well as with IO Biotech ApS to evaluate IO102-IO103. It also has a partnership with Biocorp Production for the development and supply of a specific version of Mallya device. Merck & Co., Inc. was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Kenilworth,908 740 4000,NJ,United States,[],http://www.merck.com,1,2000 Galloping Hill Road,Drug Manufacturers—General,0.3951,0.11056,0.72308,10858000384,0.219,0.33021998,19906000896,82,buy,34572000000,8576249856,92,78.95,-0.483,1.309,0.114700004,20,94.08,79.433,0.20395,107,8586999808,26520999936,50382000128,3.392,USD,19.91,0.774,2,NYQ,"Merck & Company, Inc.","Merck & Co., Inc.",America/New_York,EDT,FALSE,-14400000,,EQUITY,,,finmb_288502,,us_market,,4.357,,11.027,0.055025578,,6.74,,2531369984,,,,13.145,22562337,0.0089,,1609372800,0.74903,6213000192,2.196,0.65,0.24898803,6.0060854,0.00072,1672444800,,1625011200,1.71,1630368000,2519300039,0.416931,2.20E+11,2,,1622678400,1048:1000,,1631577600,,-0.485,3.9667273,1632960000,1.06,,11.71365,,0.0089,27417143,,,,79.59,79.59,75.53623,0.03166227,1.0449,,79.6605,,21238428,79.59,75.94059,2.52,79.59,,21238428,,,2.6,1631577600,,,78.78,USD,35.95173,9249474,,,,2.00E+11,,,13008718,78.78,79.15,900,9249474,84.56,,2.96,68.43511,78.9,FALSE,0.0327,2200,79.6605,78.95,https://logo.clearbit.com/merck.com
MRO,77056-2723,Energy,1672,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and Equatorial Guinea. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol, as well as owns and operates 32 central gathering and treating facilities and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. As of December 31, 2020, it had estimated proved developed reserves totaling 674 million barrels of oil equivalent (mmboe); and estimated proved undeveloped reserves totaling 298 mmboe. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in July 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas.",Houston,713 629 6600,TX,United States,[],http://www.marathonoil.com,1,5555 San Felipe Street,Oil & Gas E&P,0.49405,-0.13436,0.70773005,2040000000,1.538,-0.07685,1992999936,7,buy,1971000000,1430499968,16,15.79,,1.317,-0.01066,27,15.96,47.141,-0.0497,20,970000000,5013000192,4033999872,1.23,USD,5.103,1.256,2.3,NYQ,Marathon Oil Corporation,Marathon Oil Corporation,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_314842,ac586aa5-d45b-3ae8-9473-98f63ee14b4e,us_market,,3.697,,7.484,,,0.69,,788153024,,,,13.542,26885576,0.0341,,1609372800,0.76378995,-542000000,-1.654,,,1.166002,0.0025,1672444800,,1625011200,1.77,1628812800,730822075,3.280567,14915019776,2,,1309478400,10000:5965,,,,,3.0850115,1631664000,-4.88,,22.884058,,0.0382,34683838,,,,15.88,15.61,12.233044,0.006297229,,,15.965,,23791257,15.88,12.875588,0.1,15.61,,23791257,,,0.2,1629158400,,,15.39,USD,,16956490,,,,12444936192,,,17522578,15.39,0,3000,16956490,16.61,,1.6,3.73,0,FALSE,0.014500001,1300,15.965,15.79,https://logo.clearbit.com/marathonoil.com
MS,10036,Financial Services,72000,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. The company operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides sales and trading services, such as sales, financing, prime brokerage, and market-making services in equity and fixed income products consisting of foreign exchange and commodities; corporate and commercial real estate loans, which provides secured lending facilities and financing for sales and trading customers, as well as asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers various financial services and solutions covering brokerage and investment advisory services; financial and wealth planning services; stock plan administration services; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; and banking and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides various investment strategies and products comprising equity, fixed income, liquidity, and alternative/other products to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, and third-party fund sponsors and corporations through institutional and intermediary channels. The company was founded in 1924 and is headquartered in New York, New York.",New York,212-761-4000,NY,United States,[],http://www.morganstanley.com,1,1585 Broadway,Capital Markets,0,0.24861999,0.89158,-763000000,0.08,0.39106,,,none,42804000000,,,98.57,-0.056,1.878,0.012949999,,,314.976,0.14113,,5.62E+11,3.41E+11,55237001216,308.18,USD,31.91,1.637,,NYQ,Morgan Stanley,Morgan Stanley,America/New_York,EDT,FALSE,-14400000,,EQUITY,,,finmb_472898,,us_market,,-0.618,,,0.9049289,,7.31,,1824560000,,,,54.035,15537664,0.0085,,1609372800,0.66613996,13253000192,7.544,0.7,0.24898803,1.824188,0.20903999,1672444800,,1625011200,1.85,1630368000,1442297280,1.550793,-34161418240,2,,948931200,2:01,,1627516800,,0.099,3.255913,1632960000,,,13.484268,,0.0108,20717362,,,,97.78,98.12,92.50812,0.01789732,0.1855,,99.18,,7631742,97.78,101.78441,1.75,98.12,,7631742,,,2.8,1627516800,,,96.68,USD,13.066012,9809255,,,,1.80E+11,,,8562057,96.68,99,1000,9809255,105.95,,2.26,46.55,99,FALSE,0.0286,800,99.18,98.57,https://logo.clearbit.com/morganstanley.com
MSCI,10007,Financial Services,3910,"MSCI Inc., together with its subsidiaries, provides investment decision support tools for the clients to manage their investment processes worldwide. The company operates through Index, Analytics, and All Other segments. The Index segment primarily provides indexes for use in various areas of the investment process, including indexed product creation, such as ETFs, mutual funds, annuities, futures, options, structured products, over-the-counter derivatives; performance benchmarking; portfolio construction and rebalancing; and asset allocation, as well as licenses GICS and GICS Direct. The Analytics segment offers risk management, performance attribution and portfolio management content, applications, and services that provide clients with an integrated view of risk and return, and an analysis of market, credit, liquidity, and counterparty risk across various asset classes; various managed services, including consolidation of client portfolio data from various sources, review and reconciliation of input data and results, and customized reporting; and HedgePlatform to measure, evaluate, and monitor the risk of hedge fund investments. The All Other Â ESG segment provides products and services that help institutional investors understand how environmental, social, and governance (ESG) factors impact the long-term risk and opportunities in financial markets; and data and rating products for use in the construction of equity and fixed income indexes and issue index-based investment products, as well as manage, measure, and report on ESG mandates. The All Other Â Real Estate segment includes research, reporting, market data, and benchmarking offerings that provide real estate performance analytics for funds, investors, and managers; and business intelligence to real estate owners, managers, developers, and brokers. It serves asset owners and managers, financial intermediaries, and wealth managers. MSCI Inc. was founded in 1998 and is headquartered in New York, New York.",New York,212-804-3900,NY,United States,[],http://www.msci.com,1,7 World Trade Center,Financial Data & Stock Exchanges,0.56922,0.37972,0.82675004,876236992,0.216,0.53543997,1050558016,523,buy,1403686000,689869120,650,598.3,0.463,2.691,0.13758,9,643.33,,,700,1972002048,4130284032,1845597056,23.92,USD,22.275,2.588,2.4,NYQ,MSCI Inc,MSCI Inc.,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_7844318,a72e6d80-fb03-3f21-ac37-4b8f76f60804,us_market,,29.516,,51.853,,,10.81,,82422600,,,,-5.843,725733,0.0088,,1609372800,0.9286,700816000,7.747,,,,0.02991,1672444800,,1625011200,2.73,1626307200,80014366,0.960193,54474510336,2,,,,,,,0.437,26.719505,1628812800,3.73,,55.346897,,0.010199999,545447,,,,595.25,601.39,544.9182,0.005073499,0.3732,,603.46,,270500,595.25,630.9491,3.02,601.39,,270500,,,3.38,1628726400,,,593.315,USD,77.22989,181616,,,,49313439744,,,286376,593.315,597.5,800,181616,667.07,,0.95,336.03,596.56,FALSE,0.0053,900,603.46,598.3,https://logo.clearbit.com/msci.com
MSFT,98052-6399,Technology,181000,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for organizations and enterprise divisions. Its Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification on Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. It has collaborations with Dynatrace, Inc., Morgan Stanley, Micro Focus, WPP plc, ACI Worldwide, Inc., and iCIMS, Inc., as well as a strategic relationship with Avaya Holdings Corp. Microsoft Corporation was founded in 1975 and is headquartered in Redmond, Washington.",Redmond,425 882 8080,WA,United States,[],http://www.microsoft.com,1,One Microsoft Way,Software—Infrastructure,0.48080003,0.36451998,0.68926,76740001792,0.213,0.41595,80815996928,280,buy,1.16E+11,41337249792,338,296.31,0.486,2.08,0.13761,37,336.28,57.947,0.47079,411,1.30E+11,82277998592,1.68E+11,17.333,USD,22.272,1.898,1.7,NMS,Microsoft Corporation,Microsoft Corporation,America/New_York,EDT,FALSE,-14400000,,EQUITY,,,finmb_21835,,us_market,,12.809,,26.641,0.33333337,,10.11,,7514890240,,,,18.884,47171313,0.0063,,1625011200,0.71734,61270999040,8.05,0.56,0.24898803,15.69106,0.00079,1688083200,,1625011200,1.99,1630368000,7506925463,0.802645,2.15E+12,2,,1045526400,2:01,,1629244800,,0.469,13.247449,1632960000,2.25,,29.308605,,0.0063,45696881,,,,292.88,294.91,272.95697,0.007648184,0.272,,297.28,,22818542,292.88,296.22177,2.24,294.91,,22818542,,,2.48,1637107200,,,293.49,USD,36.808693,23424025,,,,2.23E+12,,,22891137,293.49,296.88,1000,23424025,305.84,,1.48,199.62,296.65,FALSE,0.0085,1000,297.28,296.31,https://logo.clearbit.com/microsoft.com
MSI,60661,Technology,18000,"Motorola Solutions, Inc. provides mission critical communications and analytics in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Services and Software. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video security devices and infrastructure, as well as the implementation, optimization, and integration of systems, devices, software, and applications for government, public safety and first-responder agencies, municipalities, and commercial and industrial customers. Its LMR and video security and analytics devices include two-way portable and vehicle-mounted radios, fixed and mobile video cameras, and accessories; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Services segment provides repair, technical support, and hardware maintenance services. This segment also offers monitoring, software updates, and cybersecurity services; and public safety and enterprise command center software, unified communications applications, and video software solutions. It serves for government, public safety, and commercial communication networks. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",Chicago,847 576 5000,IL,United States,[],http://www.motorolasolutions.com,1,500 West Monroe Street,Communication Equipment,0.27825,0.14635,0.49207002,1854000000,0.218,0.22346,2193999872,220,buy,3637000000,1498125056,254,241.3,1.167,1.464,0.102419995,11,253.36,,,307,1920999936,6163999744,7885000192,11.345,USD,46.505,1.208,1.8,NYQ,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_99186,8726e36e-9d6d-3364-a390-d495b4ce9dc1,us_market,,5.601,,20.128,,,9.75,,169668000,,,,-2.923,2028825,0.012,,1609372800,0.88478,1154000000,5.743,,,,0.00555,1672444800,,1625270400,2.81,1628812800,168598197,0.781113,44160036864,2,,1294099200,10000:40425,,,,1.17,5.1922493,1631664000,2,,24.748718,,0.0135,1766602,,,,239.32,239.92,216.48804,0.011281965,0.4165,,241.42,,560857,239.32,239.5703,2.7,239.92,,560857,,,2.84,1631577600,,,239.65,USD,42.01637,539081,,,,40940888064,,,653010,239.65,244,1100,539081,246.97,,1.7,156.3,239,FALSE,0.0121,900,241.42,241.3,https://logo.clearbit.com/motorolasolutions.com
MTB,14203,Financial Services,16978,"M&T Bank Corporation operates as a bank holding company that provides commercial and retail banking services. The company's Business Banking segment offers deposit, lending, cash management, and other financial services to small businesses and professionals. Its Commercial Banking segment provides deposit products, commercial lending and leasing, letters of credit, and cash management services for middle-market and large commercial customers. The company's Commercial Real Estate segment originates, sells, and services commercial real estate loans; and offers deposit services. Its Discretionary Portfolio segment provides deposits; securities, residential real estate loans, and other assets; and short and long term borrowed funds, as well as foreign exchange services. The company's Residential Mortgage Banking segment offers residential real estate loans for consumers and sells those loans in the secondary market; and purchases servicing rights to loans originated by other entities. Its Retail Banking segment offers demand, savings, and time accounts; consumer installment loans, automobile and recreational finance loans, home equity loans and lines of credit, and credit cards; mutual funds and annuities; and other services. The company also provides trust and wealth management; fiduciary and custodial; investment management; and insurance agency services. It offers its services through banking offices, business banking centers, telephone and Internet banking, mobile banking, and automated teller machines. As of December 31, 2020, the company operates 716 domestic banking offices in New York State, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia; a full-service commercial banking office in Ontario, Canada; and an office in George Town, Cayman Islands. M&T Bank Corporation was founded in 1856 and is headquartered in Buffalo, New York.",Buffalo,716 635 4000,NY,United States,[],http://www.mtb.com,1,One M&T Plaza,Banks—Regional,0,0.30346,0,2189820928,0.314,0.41501,,137.75,hold,5154761000,,159,149.23,0.959,,0.01205,18,161.26,,0.10706,201,36014731264,3705712896,5762151936,279.883,USD,44.86,,2.6,NYQ,M&T Bank Corporation,M&T Bank Corporation,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_272285,842d2b8b-d74e-3927-b4ed-510ba13c1515,us_market,,-1.974,,,,,11.91,,128654000,,,,118.115,4327150,0.0336,,1609372800,0.87184,1672120064,11.342,,,1.2634296,0.00468,1672444800,,1625011200,5.1,1628812800,127872303,1.195414,-11372598272,2,,970790400,10:01,,,,0.9,3.331921,1631664000,0.83,,12.529807,,0.0378,4209697,,,,150.69,149.62,147.75507,0.029199017,0.3385,,150.31,,834542,150.69,143.19588,4.4,149.62,,834542,,,4.4,1630368000,,,145.72,USD,13.157291,796099,,,,19199035392,,,915767,145.72,159.95,800,796099,168.27,,2.52,94.67,148.78,FALSE,0.028800001,800,150.31,149.23,https://logo.clearbit.com/mtb.com
